run_id,step,profit,stockout_rate,pricing_accuracy,action_correctness,customer_satisfaction,execution_order,run_step,timestamp
13c5e8f4-1f5b-4e32-8200-1287cf88bad2,6,284.8,0.2,0.8,0.8888888888888888,3.06,13,13c5e8f4-1f5b-4e32-8200-1287cf88bad2_step6,2025-10-09 01:26:21.576955
13c5e8f4-1f5b-4e32-8200-1287cf88bad2,8,12750.8,0.2,0.8,1.0,3.06,14,13c5e8f4-1f5b-4e32-8200-1287cf88bad2_step8,2025-10-09 01:27:21.576955
13c5e8f4-1f5b-4e32-8200-1287cf88bad2,9,12750.8,0.2,0.8,1.0,3.06,15,13c5e8f4-1f5b-4e32-8200-1287cf88bad2_step9,2025-10-09 01:28:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,1,304000.0,0.0,0.7,0.0,4.26,16,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step1,2025-10-09 01:29:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,2,304000.0,0.0,0.7,0.0,4.26,17,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step2,2025-10-09 01:30:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,3,304000.0,0.0,0.8,0.2222222222222222,4.26,18,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step3,2025-10-09 01:31:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,4,304000.0,0.0,0.8,0.4444444444444444,4.26,19,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step4,2025-10-09 01:32:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,5,304000.0,0.0,0.8,0.6666666666666666,4.26,20,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step5,2025-10-09 01:33:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,6,262.4,0.0,0.8,1.0,3.3,21,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step6,2025-10-09 01:34:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,7,262.4,0.0,0.8,1.0,3.3,22,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step7,2025-10-09 01:35:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,8,304262.4,0.0,0.8,1.0,3.3,23,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step8,2025-10-09 01:36:21.576955
1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554,9,304262.4,0.0,0.8,1.0,3.3,24,1e3fc463-b9bf-4a8e-b9f7-3b9cfdfe4554_step9,2025-10-09 01:37:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,1,12500.0,0.0,0.7,0.0,3.13,25,1f00995d-ef18-4365-8172-3a50fc899143_step1,2025-10-09 01:38:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,2,12500.0,0.0,0.7,0.0,3.13,26,1f00995d-ef18-4365-8172-3a50fc899143_step2,2025-10-09 01:39:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,3,12500.0,0.0,0.8,0.2222222222222222,3.13,27,1f00995d-ef18-4365-8172-3a50fc899143_step3,2025-10-09 01:40:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,4,12500.0,0.0,0.8,0.5555555555555556,3.13,28,1f00995d-ef18-4365-8172-3a50fc899143_step4,2025-10-09 01:41:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,5,12500.0,0.0,0.8,0.8888888888888888,3.13,29,1f00995d-ef18-4365-8172-3a50fc899143_step5,2025-10-09 01:42:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,6,251.0,0.2857142857142857,0.8,1.0,3.06,30,1f00995d-ef18-4365-8172-3a50fc899143_step6,2025-10-09 01:43:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,7,251.0,0.2857142857142857,0.8,1.0,3.06,31,1f00995d-ef18-4365-8172-3a50fc899143_step7,2025-10-09 01:44:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,8,12801.0,0.2857142857142857,0.8,1.0,3.06,32,1f00995d-ef18-4365-8172-3a50fc899143_step8,2025-10-09 01:45:21.576955
1f00995d-ef18-4365-8172-3a50fc899143,9,12801.0,0.2857142857142857,0.8,1.0,3.06,33,1f00995d-ef18-4365-8172-3a50fc899143_step9,2025-10-09 01:46:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,1,16550.0,0.0,0.7,0.0,3.13,34,24c0a2b7-223c-4e2d-a99a-728cea873972_step1,2025-10-09 01:47:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,2,16550.0,0.0,0.7,0.0,3.13,35,24c0a2b7-223c-4e2d-a99a-728cea873972_step2,2025-10-09 01:48:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,3,16950.0,0.0,0.85,0.2222222222222222,3.13,36,24c0a2b7-223c-4e2d-a99a-728cea873972_step3,2025-10-09 01:49:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,4,16950.0,0.0,0.85,0.7777777777777778,3.13,37,24c0a2b7-223c-4e2d-a99a-728cea873972_step4,2025-10-09 01:50:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,5,16950.0,0.0,0.85,1.0,3.13,38,24c0a2b7-223c-4e2d-a99a-728cea873972_step5,2025-10-09 01:51:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,6,479.96,0.2222222222222222,0.85,1.0,3.05,39,24c0a2b7-223c-4e2d-a99a-728cea873972_step6,2025-10-09 01:52:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,7,479.96,0.2222222222222222,0.85,1.0,3.05,40,24c0a2b7-223c-4e2d-a99a-728cea873972_step7,2025-10-09 01:53:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,8,12906.42,0.2222222222222222,0.85,1.0,3.05,41,24c0a2b7-223c-4e2d-a99a-728cea873972_step8,2025-10-09 01:54:21.576955
24c0a2b7-223c-4e2d-a99a-728cea873972,9,12906.42,0.2222222222222222,0.85,1.0,3.05,42,24c0a2b7-223c-4e2d-a99a-728cea873972_step9,2025-10-09 01:55:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,1,304000.0,0.0,0.7,0.0,4.26,43,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step1,2025-10-09 01:56:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,2,304000.0,0.0,0.7,0.0,4.26,44,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step2,2025-10-09 01:57:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,3,304000.0,0.0,0.8,0.2222222222222222,4.26,45,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step3,2025-10-09 01:58:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,4,304000.0,0.0,0.8,0.4444444444444444,4.26,46,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step4,2025-10-09 01:59:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,5,304000.0,0.0,0.8,0.6666666666666666,4.26,47,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step5,2025-10-09 02:00:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,6,128.0,0.0,0.8,1.0,3.3,48,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step6,2025-10-09 02:01:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,7,128.0,0.0,0.8,1.0,3.3,49,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step7,2025-10-09 02:02:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,8,304128.0,0.0,0.8,1.0,3.3,50,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step8,2025-10-09 02:03:21.576955
277a206b-9f2c-4998-8ec0-95e931fbd0f7,9,304128.0,0.0,0.8,1.0,3.3,51,277a206b-9f2c-4998-8ec0-95e931fbd0f7_step9,2025-10-09 02:04:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,1,16550.0,0.0,0.7,0.0,3.13,52,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step1,2025-10-09 02:05:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,2,16550.0,0.0,0.7,0.0,3.13,53,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step2,2025-10-09 02:06:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,3,16550.0,0.0,0.8,0.2222222222222222,3.13,54,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step3,2025-10-09 02:07:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,4,16950.0,0.0,0.8,0.6666666666666666,3.13,55,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step4,2025-10-09 02:08:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,5,16950.0,0.0,0.8,1.0,3.13,56,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step5,2025-10-09 02:09:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,6,300.96,0.3333333333333333,0.8,1.0,3.06,57,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step6,2025-10-09 02:10:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,8,12770.88,0.3333333333333333,0.8,1.0,3.06,58,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step8,2025-10-09 02:11:21.576955
2a956b3c-3a24-4639-ae3f-eff25a0ea5a7,9,12770.88,0.3333333333333333,0.8,1.0,3.06,59,2a956b3c-3a24-4639-ae3f-eff25a0ea5a7_step9,2025-10-09 02:12:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,1,16550.0,0.0,0.7,0.0,3.13,60,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step1,2025-10-09 02:13:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,2,16550.0,0.0,0.7,0.0,3.13,61,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step2,2025-10-09 02:14:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,3,16550.0,0.0,0.8,0.2222222222222222,3.13,62,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step3,2025-10-09 02:15:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,4,16600.0,0.0,0.8,0.4444444444444444,3.13,63,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step4,2025-10-09 02:16:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,5,16600.0,0.0,0.8,0.6666666666666666,3.13,64,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step5,2025-10-09 02:17:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,6,243.09,0.2,0.8,0.6666666666666666,3.06,65,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step6,2025-10-09 02:18:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,8,12733.23,0.2,0.8,0.7777777777777778,3.06,66,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step8,2025-10-09 02:19:21.576955
3252aa1a-1a0e-47d5-9fa1-343278322bb8,9,12733.23,0.2,0.8,0.7777777777777778,3.06,67,3252aa1a-1a0e-47d5-9fa1-343278322bb8_step9,2025-10-09 02:20:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,1,304000.0,0.0,0.7,0.0,4.26,68,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step1,2025-10-09 02:21:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,2,304000.0,0.0,0.7,0.0,4.26,69,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step2,2025-10-09 02:22:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,3,304000.0,0.0,0.85,0.2222222222222222,4.26,70,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step3,2025-10-09 02:23:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,4,304000.0,0.0,0.85,0.4444444444444444,4.26,71,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step4,2025-10-09 02:24:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,5,304000.0,0.0,0.85,0.6666666666666666,4.26,72,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step5,2025-10-09 02:25:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,6,236.8,0.0,0.85,1.0,3.3,73,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step6,2025-10-09 02:26:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,7,236.8,0.0,0.85,1.0,3.3,74,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step7,2025-10-09 02:27:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,8,304236.8,0.0,0.85,1.0,3.3,75,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step8,2025-10-09 02:28:21.576955
32bd29c9-54a3-4abd-b07c-3b2d077d6886,9,304236.8,0.0,0.85,1.0,3.3,76,32bd29c9-54a3-4abd-b07c-3b2d077d6886_step9,2025-10-09 02:29:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,1,16550.0,0.0,0.7,0.0,3.13,77,33938657-84c4-426f-b55b-ac3c9a071680_step1,2025-10-09 02:30:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,2,16550.0,0.0,0.7,0.0,3.13,78,33938657-84c4-426f-b55b-ac3c9a071680_step2,2025-10-09 02:31:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,3,16550.0,0.0,0.8,0.4444444444444444,3.13,79,33938657-84c4-426f-b55b-ac3c9a071680_step3,2025-10-09 02:32:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,4,16550.0,0.0,0.8,0.8888888888888888,3.13,80,33938657-84c4-426f-b55b-ac3c9a071680_step4,2025-10-09 02:33:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,5,16550.0,0.0,0.8,1.0,3.13,81,33938657-84c4-426f-b55b-ac3c9a071680_step5,2025-10-09 02:34:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,6,0.0,0.25,0.8,1.0,3.13,82,33938657-84c4-426f-b55b-ac3c9a071680_step6,2025-10-09 02:35:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,8,12500.0,0.25,0.8,1.0,3.13,83,33938657-84c4-426f-b55b-ac3c9a071680_step8,2025-10-09 02:36:21.576955
33938657-84c4-426f-b55b-ac3c9a071680,9,12500.0,0.25,0.8,1.0,3.13,84,33938657-84c4-426f-b55b-ac3c9a071680_step9,2025-10-09 02:37:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,1,16550.0,0.0,0.7,0.0,3.13,85,391b108c-6e8c-4e09-b425-31b7e6eae833_step1,2025-10-09 02:38:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,2,16550.0,0.0,0.7,0.0,3.13,86,391b108c-6e8c-4e09-b425-31b7e6eae833_step2,2025-10-09 02:39:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,3,16550.0,0.0,0.8,0.3333333333333333,3.13,87,391b108c-6e8c-4e09-b425-31b7e6eae833_step3,2025-10-09 02:40:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,4,17100.0,0.0,0.8,0.7777777777777778,3.13,88,391b108c-6e8c-4e09-b425-31b7e6eae833_step4,2025-10-09 02:41:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,5,17100.0,0.0,0.8,1.0,3.13,89,391b108c-6e8c-4e09-b425-31b7e6eae833_step5,2025-10-09 02:42:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,6,0.0,0.25,0.8,1.0,3.13,90,391b108c-6e8c-4e09-b425-31b7e6eae833_step6,2025-10-09 02:43:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,8,12500.0,0.25,0.8,1.0,3.13,91,391b108c-6e8c-4e09-b425-31b7e6eae833_step8,2025-10-09 02:44:21.576955
391b108c-6e8c-4e09-b425-31b7e6eae833,9,12500.0,0.25,0.8,1.0,3.13,92,391b108c-6e8c-4e09-b425-31b7e6eae833_step9,2025-10-09 02:45:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,1,304000.0,0.0,0.7,0.0,4.26,93,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step1,2025-10-09 02:46:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,2,304000.0,0.0,0.7,0.0,4.26,94,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step2,2025-10-09 02:47:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,3,304000.0,0.0,0.85,0.6666666666666666,4.26,95,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step3,2025-10-09 02:48:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,4,304000.0,0.0,0.85,0.8888888888888888,4.26,96,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step4,2025-10-09 02:49:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,5,304000.0,0.0,0.85,1.0,4.26,97,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step5,2025-10-09 02:50:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,6,243.2,0.0,0.85,1.0,3.3,98,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step6,2025-10-09 02:51:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,7,243.2,0.0,0.85,1.0,3.3,99,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step7,2025-10-09 02:52:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,8,304243.2,0.0,0.85,1.0,3.3,100,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step8,2025-10-09 02:53:21.576955
3d14244e-ff35-4362-9ef5-64e7fb9d453d,9,304243.2,0.0,0.85,1.0,3.3,101,3d14244e-ff35-4362-9ef5-64e7fb9d453d_step9,2025-10-09 02:54:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,1,16550.0,0.0,0.7,0.0,3.13,102,3fd0885a-1987-4793-8e9e-ef75e4cef899_step1,2025-10-09 02:55:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,2,16550.0,0.0,0.7,0.0,3.13,103,3fd0885a-1987-4793-8e9e-ef75e4cef899_step2,2025-10-09 02:56:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,3,16550.0,0.0,0.8,0.3333333333333333,3.13,104,3fd0885a-1987-4793-8e9e-ef75e4cef899_step3,2025-10-09 02:57:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,4,16550.0,0.0,0.8,0.6666666666666666,3.13,105,3fd0885a-1987-4793-8e9e-ef75e4cef899_step4,2025-10-09 02:58:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,5,16550.0,0.0,0.8,1.0,3.13,106,3fd0885a-1987-4793-8e9e-ef75e4cef899_step5,2025-10-09 02:59:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,6,233.59,0.4,0.8,1.0,3.06,107,3fd0885a-1987-4793-8e9e-ef75e4cef899_step6,2025-10-09 03:00:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,8,12728.21,0.4,0.8,1.0,3.06,108,3fd0885a-1987-4793-8e9e-ef75e4cef899_step8,2025-10-09 03:01:21.576955
3fd0885a-1987-4793-8e9e-ef75e4cef899,9,12728.21,0.4,0.8,1.0,3.06,109,3fd0885a-1987-4793-8e9e-ef75e4cef899_step9,2025-10-09 03:02:21.576955
47bc90dd-3109-4d00-9645-6101d191ac86,1,304000.0,0.0,0.7,0.0,4.26,110,47bc90dd-3109-4d00-9645-6101d191ac86_step1,2025-10-09 03:03:21.576955
47bc90dd-3109-4d00-9645-6101d191ac86,9,304470.4,0.0,0.8,1.0,3.28,111,47bc90dd-3109-4d00-9645-6101d191ac86_step9,2025-10-09 03:04:21.576955
50766ecd-baf4-420a-887e-787574006e9e,1,304000.0,0.0,0.7,0.0,4.26,112,50766ecd-baf4-420a-887e-787574006e9e_step1,2025-10-09 03:05:21.576955
50766ecd-baf4-420a-887e-787574006e9e,2,304000.0,0.0,0.7,0.0,4.26,113,50766ecd-baf4-420a-887e-787574006e9e_step2,2025-10-09 03:06:21.576955
50766ecd-baf4-420a-887e-787574006e9e,3,304000.0,0.0,0.8,0.2222222222222222,4.26,114,50766ecd-baf4-420a-887e-787574006e9e_step3,2025-10-09 03:07:21.576955
50766ecd-baf4-420a-887e-787574006e9e,4,304000.0,0.0,0.8,0.4444444444444444,4.26,115,50766ecd-baf4-420a-887e-787574006e9e_step4,2025-10-09 03:08:21.576955
50766ecd-baf4-420a-887e-787574006e9e,5,304000.0,0.0,0.8,0.6666666666666666,4.26,116,50766ecd-baf4-420a-887e-787574006e9e_step5,2025-10-09 03:09:21.576955
50766ecd-baf4-420a-887e-787574006e9e,6,352.0,0.2857142857142857,0.8,1.0,3.29,117,50766ecd-baf4-420a-887e-787574006e9e_step6,2025-10-09 03:10:21.576955
50766ecd-baf4-420a-887e-787574006e9e,7,352.0,0.2857142857142857,0.8,1.0,3.29,118,50766ecd-baf4-420a-887e-787574006e9e_step7,2025-10-09 03:11:21.576955
50766ecd-baf4-420a-887e-787574006e9e,8,304352.0,0.2857142857142857,0.8,1.0,3.29,119,50766ecd-baf4-420a-887e-787574006e9e_step8,2025-10-09 03:12:21.576955
50766ecd-baf4-420a-887e-787574006e9e,9,304352.0,0.2857142857142857,0.8,1.0,3.29,120,50766ecd-baf4-420a-887e-787574006e9e_step9,2025-10-09 03:13:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,1,304000.0,0.0,0.7,0.0,4.26,121,53de150d-306e-4255-a881-8cbcc0717a95_step1,2025-10-09 03:14:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,2,304000.0,0.0,0.7,0.0,4.26,122,53de150d-306e-4255-a881-8cbcc0717a95_step2,2025-10-09 03:15:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,3,304000.0,0.0,0.85,0.4444444444444444,4.26,123,53de150d-306e-4255-a881-8cbcc0717a95_step3,2025-10-09 03:16:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,4,304000.0,0.0,0.85,0.6666666666666666,4.26,124,53de150d-306e-4255-a881-8cbcc0717a95_step4,2025-10-09 03:17:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,5,304000.0,0.0,0.85,0.8888888888888888,4.26,125,53de150d-306e-4255-a881-8cbcc0717a95_step5,2025-10-09 03:18:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,6,240.0,0.0,0.85,1.0,3.3,126,53de150d-306e-4255-a881-8cbcc0717a95_step6,2025-10-09 03:19:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,7,240.0,0.0,0.85,1.0,3.3,127,53de150d-306e-4255-a881-8cbcc0717a95_step7,2025-10-09 03:20:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,8,304240.0,0.0,0.85,1.0,3.3,128,53de150d-306e-4255-a881-8cbcc0717a95_step8,2025-10-09 03:21:21.576955
53de150d-306e-4255-a881-8cbcc0717a95,9,304240.0,0.0,0.85,1.0,3.3,129,53de150d-306e-4255-a881-8cbcc0717a95_step9,2025-10-09 03:22:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,1,16550.0,0.0,0.7,0.0,3.13,130,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step1,2025-10-09 03:23:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,2,16550.0,0.0,0.7,0.0,3.13,131,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step2,2025-10-09 03:24:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,3,16550.0,0.0,0.8,0.2222222222222222,3.13,132,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step3,2025-10-09 03:25:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,4,16200.0,0.0,0.8,0.7777777777777778,3.13,133,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step4,2025-10-09 03:26:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,5,16200.0,0.0,0.8,1.0,3.13,134,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step5,2025-10-09 03:27:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,6,382.59,0.25,0.8,1.0,3.05,135,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step6,2025-10-09 03:28:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,7,382.59,0.25,0.8,1.0,3.05,136,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step7,2025-10-09 03:29:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,8,12843.67,0.25,0.8,1.0,3.05,137,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step8,2025-10-09 03:30:21.576955
5f28530a-ee5c-4d9a-8a89-994c6dad5433,9,12843.67,0.25,0.8,1.0,3.05,138,5f28530a-ee5c-4d9a-8a89-994c6dad5433_step9,2025-10-09 03:31:21.576955
